step,edge_id,vehicle_count,avg_speed_kmh,waiting_time,occupancy
0,dandia_e,0,39.996,0.0,0.0
0,dandia_w,0,39.996,0.0,0.0
0,gotri_n,0,50.004,0.0,0.0
0,gotri_s,0,50.004,0.0,0.0
0,jetalpur_e,0,50.004,0.0,0.0
0,jetalpur_w,0,50.004,0.0,0.0
0,manjalpur_n,0,39.996,0.0,0.0
0,manjalpur_s,0,39.996,0.0,0.0
0,natubhai_loop,0,29.988,0.0,0.0
0,newsama_e,0,50.004,0.0,0.0
0,newsama_w,0,50.004,0.0,0.0
0,oldpadra_n,0,50.004,0.0,0.0
0,oldpadra_s,0,50.004,0.0,0.0
0,racecourse_n,0,50.004,0.0,0.0
0,racecourse_s,0,50.004,0.0,0.0
0,raopura_e,0,39.996,0.0,0.0
0,raopura_w,0,39.996,0.0,0.0
0,rcdutt_e,0,50.004,0.0,0.0
0,rcdutt_w,0,50.004,0.0,0.0
10,dandia_e,0,39.996,0.0,0.0
10,dandia_w,0,39.996,0.0,0.0
10,gotri_n,0,50.004,0.0,0.0
10,gotri_s,2,43.931,0.0,0.01
10,jetalpur_e,0,50.004,0.0,0.0
10,jetalpur_w,0,50.004,0.0,0.0
10,manjalpur_n,0,39.996,0.0,0.0
10,manjalpur_s,0,39.996,0.0,0.0
10,natubhai_loop,0,29.988,0.0,0.0
10,newsama_e,0,50.004,0.0,0.0
10,newsama_w,1,48.284,0.0,0.013
10,oldpadra_n,1,47.999,0.0,0.009
10,oldpadra_s,0,50.004,0.0,0.0
10,racecourse_n,0,50.004,0.0,0.0
10,racecourse_s,1,49.662,0.0,0.009
10,raopura_e,0,39.996,0.0,0.0
10,raopura_w,0,39.996,0.0,0.0
10,rcdutt_e,0,50.004,0.0,0.0
10,rcdutt_w,0,50.004,0.0,0.0
20,dandia_e,0,39.996,0.0,0.0
20,dandia_w,0,39.996,0.0,0.0
20,gotri_n,0,50.004,0.0,0.0
20,gotri_s,2,44.983,0.0,0.01
20,jetalpur_e,0,50.004,0.0,0.0
20,jetalpur_w,0,50.004,0.0,0.0
20,manjalpur_n,0,39.996,0.0,0.0
20,manjalpur_s,0,39.996,0.0,0.0
20,natubhai_loop,0,29.988,0.0,0.0
20,newsama_e,0,50.004,0.0,0.0
20,newsama_w,1,46.386,0.0,0.013
20,oldpadra_n,1,47.586,0.0,0.009
20,oldpadra_s,0,50.004,0.0,0.0
20,racecourse_n,0,50.004,0.0,0.0
20,racecourse_s,1,48.048,0.0,0.009
20,raopura_e,0,39.996,0.0,0.0
20,raopura_w,0,39.996,0.0,0.0
20,rcdutt_e,0,50.004,0.0,0.0
20,rcdutt_w,0,50.004,0.0,0.0
30,dandia_e,0,39.996,0.0,0.0
30,dandia_w,0,39.996,0.0,0.0
30,gotri_n,1,46.355,0.0,0.005
30,gotri_s,2,45.116,0.0,0.01
30,jetalpur_e,1,48.199,0.0,0.013
30,jetalpur_w,0,50.004,0.0,0.0
30,manjalpur_n,1,38.595,0.0,0.014
30,manjalpur_s,0,39.996,0.0,0.0
30,natubhai_loop,0,29.988,0.0,0.0
30,newsama_e,0,50.004,0.0,0.0
30,newsama_w,0,50.004,0.0,0.0
30,oldpadra_n,0,50.004,0.0,0.0
30,oldpadra_s,0,50.004,0.0,0.0
30,racecourse_n,0,50.004,0.0,0.0
30,racecourse_s,2,22.76,3.0,0.018
30,raopura_e,0,39.996,0.0,0.0
30,raopura_w,0,39.996,0.0,0.0
30,rcdutt_e,1,47.752,0.0,0.009
30,rcdutt_w,0,50.004,0.0,0.0
40,dandia_e,0,39.996,0.0,0.0
40,dandia_w,0,39.996,0.0,0.0
40,gotri_n,2,44.989,0.0,0.01
40,gotri_s,1,46.891,0.0,0.005
40,jetalpur_e,0,50.004,0.0,0.0
40,jetalpur_w,0,50.004,0.0,0.0
40,manjalpur_n,0,39.996,0.0,0.0
40,manjalpur_s,0,39.996,0.0,0.0
40,natubhai_loop,0,29.988,0.0,0.0
40,newsama_e,1,41.633,0.0,0.013
40,newsama_w,0,50.004,0.0,0.0
40,oldpadra_n,1,46.932,0.0,0.009
40,oldpadra_s,0,50.004,0.0,0.0
40,racecourse_n,0,50.004,0.0,0.0
40,racecourse_s,1,25.005,3.0,0.009
40,raopura_e,2,35.337,0.0,0.053
40,raopura_w,0,39.996,0.0,0.0
40,rcdutt_e,0,50.004,0.0,0.004
40,rcdutt_w,0,50.004,0.0,0.0
50,dandia_e,2,37.242,0.0,0.052
50,dandia_w,0,39.996,0.0,0.0
50,gotri_n,2,47.321,0.0,0.01
50,gotri_s,0,50.004,0.0,0.0
50,jetalpur_e,1,47.875,0.0,0.013
50,jetalpur_w,1,45.869,0.0,0.013
50,manjalpur_n,1,37.497,0.0,0.014
50,manjalpur_s,0,39.996,0.0,0.0
50,natubhai_loop,0,29.988,0.0,0.0
50,newsama_e,1,49.868,0.0,0.013
50,newsama_w,0,50.004,0.0,0.0
50,oldpadra_n,0,50.004,0.0,0.0
50,oldpadra_s,0,50.004,0.0,0.0
50,racecourse_n,0,50.004,0.0,0.0
50,racecourse_s,1,50.004,0.0,0.009
50,raopura_e,0,39.996,0.0,0.0
50,raopura_w,1,22.576,0.0,0.027
50,rcdutt_e,0,50.004,0.0,0.0
50,rcdutt_w,0,50.004,0.0,0.0
60,dandia_e,2,25.442,0.0,0.052
60,dandia_w,0,39.996,0.0,0.0
60,gotri_n,1,48.709,0.0,0.005
60,gotri_s,0,50.004,0.0,0.0
60,jetalpur_e,1,25.002,5.0,0.013
60,jetalpur_w,1,27.465,0.0,0.013
60,manjalpur_n,1,37.245,0.0,0.014
60,manjalpur_s,0,39.996,0.0,0.0
60,natubhai_loop,0,29.988,0.0,0.0
60,newsama_e,0,50.004,0.0,0.0
60,newsama_w,0,50.004,0.0,0.0
60,oldpadra_n,0,50.004,0.0,0.0
60,oldpadra_s,0,50.004,0.0,0.0
60,racecourse_n,1,44.527,0.0,0.009
60,racecourse_s,1,49.217,0.0,0.009
60,raopura_e,0,39.996,0.0,0.0
60,raopura_w,1,19.998,8.0,0.027
60,rcdutt_e,0,50.004,0.0,0.0
60,rcdutt_w,0,50.004,0.0,0.0
70,dandia_e,2,0.061,11.0,0.052
70,dandia_w,0,39.996,0.0,0.0
70,gotri_n,0,50.004,0.0,0.0
70,gotri_s,1,44.172,0.0,0.005
70,jetalpur_e,1,25.002,15.0,0.013
70,jetalpur_w,1,25.002,10.0,0.013
70,manjalpur_n,1,20.176,1.0,0.014
70,manjalpur_s,0,39.996,0.0,0.0
70,natubhai_loop,0,29.988,0.0,0.0
70,newsama_e,0,50.004,0.0,0.0
70,newsama_w,0,50.004,0.0,0.0
70,oldpadra_n,0,50.004,0.0,0.0
70,oldpadra_s,0,50.004,0.0,0.0
70,racecourse_n,1,44.029,0.0,0.009
70,racecourse_s,1,45.457,0.0,0.009
70,raopura_e,0,39.996,0.0,0.0
70,raopura_w,1,19.998,18.0,0.027
70,rcdutt_e,0,50.004,0.0,0.0
70,rcdutt_w,0,50.004,0.0,0.0
80,dandia_e,1,37.735,0.0,0.026
80,dandia_w,1,36.112,0.0,0.026
80,gotri_n,1,48.981,0.0,0.005
80,gotri_s,1,45.325,0.0,0.005
80,jetalpur_e,2,46.245,0.0,0.025
80,jetalpur_w,0,50.004,0.0,0.0
80,manjalpur_n,0,39.996,0.0,0.0
80,manjalpur_s,1,40.613,0.0,0.014
80,natubhai_loop,0,29.988,0.0,0.0
80,newsama_e,0,50.004,0.0,0.0
80,newsama_w,0,50.004,0.0,0.0
80,oldpadra_n,0,50.004,0.0,0.0
80,oldpadra_s,0,50.004,0.0,0.0
80,racecourse_n,0,50.004,0.0,0.0
80,racecourse_s,0,50.004,0.0,0.0
80,raopura_e,1,36.075,0.0,0.027
80,raopura_w,0,39.996,0.0,0.0
80,rcdutt_e,1,44.802,0.0,0.009
80,rcdutt_w,1,48.512,0.0,0.009
90,dandia_e,0,39.996,0.0,0.0
90,dandia_w,0,39.996,0.0,0.0
90,gotri_n,1,48.743,0.0,0.005
90,gotri_s,1,45.341,0.0,0.005
90,jetalpur_e,3,46.691,0.0,0.038
90,jetalpur_w,0,50.004,0.0,0.0
90,manjalpur_n,0,39.996,0.0,0.0
90,manjalpur_s,1,41.138,0.0,0.014
90,natubhai_loop,0,29.988,0.0,0.0
90,newsama_e,0,50.004,0.0,0.0
90,newsama_w,0,50.004,0.0,0.0
90,oldpadra_n,0,50.004,0.0,0.0
90,oldpadra_s,0,50.004,0.0,0.0
90,racecourse_n,0,50.004,0.0,0.0
90,racecourse_s,0,50.004,0.0,0.0
90,raopura_e,1,36.545,0.0,0.027
90,raopura_w,1,36.692,0.0,0.027
90,rcdutt_e,1,45.132,0.0,0.009
90,rcdutt_w,1,48.765,0.0,0.009
100,dandia_e,1,38.018,0.0,0.026
100,dandia_w,0,39.996,0.0,0.0
100,gotri_n,3,47.015,0.0,0.015
100,gotri_s,1,43.256,0.0,0.005
100,jetalpur_e,1,47.94,0.0,0.013
100,jetalpur_w,0,50.004,0.0,0.0
100,manjalpur_n,0,39.996,0.0,0.0
100,manjalpur_s,0,39.996,0.0,0.0
100,natubhai_loop,0,29.988,0.0,0.0
100,newsama_e,0,50.004,0.0,0.0
100,newsama_w,0,50.004,0.0,0.0
100,oldpadra_n,0,50.004,0.0,0.0
100,oldpadra_s,1,49.133,0.0,0.009
100,racecourse_n,1,46.183,0.0,0.009
100,racecourse_s,2,47.652,0.0,0.018
100,raopura_e,0,39.996,0.0,0.0
100,raopura_w,0,39.996,0.0,0.0
100,rcdutt_e,1,45.625,0.0,0.009
100,rcdutt_w,0,50.004,0.0,0.0
110,dandia_e,1,36.353,0.0,0.026
110,dandia_w,1,43.35,0.0,0.026
110,gotri_n,4,46.186,0.0,0.02
110,gotri_s,1,34.267,0.0,0.005
110,jetalpur_e,1,47.371,0.0,0.013
110,jetalpur_w,0,50.004,0.0,0.0
110,manjalpur_n,0,39.996,0.0,0.0
110,manjalpur_s,1,37.591,0.0,0.014
110,natubhai_loop,0,29.988,0.0,0.0
110,newsama_e,0,50.004,0.0,0.0
110,newsama_w,0,50.004,0.0,0.0
110,oldpadra_n,0,50.004,0.0,0.0
110,oldpadra_s,1,49.464,0.0,0.009
110,racecourse_n,1,45.089,0.0,0.009
110,racecourse_s,3,47.991,0.0,0.027
110,raopura_e,0,39.996,0.0,0.0
110,raopura_w,0,39.996,0.0,0.0
110,rcdutt_e,1,48.179,0.0,0.009
110,rcdutt_w,0,50.004,0.0,0.0
120,dandia_e,2,39.074,0.0,0.052
120,dandia_w,0,39.996,0.0,0.0
120,gotri_n,3,47.962,0.0,0.015
120,gotri_s,1,45.377,0.0,0.005
120,jetalpur_e,2,31.156,2.0,0.025
120,jetalpur_w,1,44.686,0.0,0.013
120,manjalpur_n,0,39.996,0.0,0.0
120,manjalpur_s,0,39.996,0.0,0.0
120,natubhai_loop,0,29.988,0.0,0.0
120,newsama_e,0,50.004,0.0,0.0
120,newsama_w,0,50.004,0.0,0.0
120,oldpadra_n,1,49.861,0.0,0.009
120,oldpadra_s,1,46.099,0.0,0.009
120,racecourse_n,0,50.004,0.0,0.0
120,racecourse_s,0,50.004,0.0,0.0
120,raopura_e,0,39.996,0.0,0.0
120,raopura_w,2,28.423,0.0,0.053
120,rcdutt_e,1,48.66,0.0,0.009
120,rcdutt_w,0,50.004,0.0,0.0
130,dandia_e,2,0.118,3.0,0.052
130,dandia_w,1,40.069,0.0,0.026
130,gotri_n,2,47.567,0.0,0.01
130,gotri_s,2,45.185,0.0,0.01
130,jetalpur_e,3,24.017,14.0,0.038
130,jetalpur_w,1,44.763,0.0,0.013
130,manjalpur_n,0,39.996,0.0,0.0
130,manjalpur_s,0,39.996,0.0,0.0
130,natubhai_loop,0,29.988,0.0,0.0
130,newsama_e,0,50.004,0.0,0.0
130,newsama_w,0,50.004,0.0,0.0
130,oldpadra_n,2,48.646,0.0,0.019
130,oldpadra_s,1,45.232,0.0,0.009
130,racecourse_n,0,50.004,0.0,0.0
130,racecourse_s,0,50.004,0.0,0.0
130,raopura_e,0,39.996,0.0,0.0
130,raopura_w,2,0.023,10.0,0.053
130,rcdutt_e,0,50.004,0.0,0.0
130,rcdutt_w,0,50.004,0.0,0.0
140,dandia_e,2,0.0,23.0,0.052
140,dandia_w,1,40.053,0.0,0.026
140,gotri_n,0,50.004,0.0,0.0
140,gotri_s,2,44.703,0.0,0.01
140,jetalpur_e,3,6.78,34.0,0.038
140,jetalpur_w,1,25.003,4.0,0.013
140,manjalpur_n,1,40.066,0.0,0.014
140,manjalpur_s,0,39.996,0.0,0.0
140,natubhai_loop,0,29.988,0.0,0.0
140,newsama_e,0,50.004,0.0,0.0
140,newsama_w,0,50.004,0.0,0.0
140,oldpadra_n,1,47.759,0.0,0.009
140,oldpadra_s,0,50.004,0.0,0.0
140,racecourse_n,1,48.844,0.0,0.009
140,racecourse_s,0,50.004,0.0,0.0
140,raopura_e,0,39.996,0.0,0.0
140,raopura_w,2,0.0,30.0,0.053
140,rcdutt_e,0,50.004,0.0,0.0
140,rcdutt_w,0,50.004,0.0,0.0
150,dandia_e,2,0.0,43.0,0.052
150,dandia_w,0,39.996,0.0,0.0
150,gotri_n,0,50.004,0.0,0.0
150,gotri_s,2,44.858,0.0,0.01
150,jetalpur_e,3,0.0,61.0,0.038
150,jetalpur_w,1,25.002,14.0,0.013
150,manjalpur_n,2,39.483,0.0,0.028
150,manjalpur_s,0,39.996,0.0,0.0
150,natubhai_loop,0,29.988,0.0,0.0
150,newsama_e,0,50.004,0.0,0.0
150,newsama_w,1,45.78,0.0,0.013
150,oldpadra_n,0,50.004,0.0,0.0
150,oldpadra_s,0,50.004,0.0,0.0
150,racecourse_n,1,49.425,0.0,0.009
150,racecourse_s,1,46.454,0.0,0.009
150,raopura_e,0,39.996,0.0,0.0
150,raopura_w,3,13.953,50.0,0.08
150,rcdutt_e,0,50.004,0.0,0.0
150,rcdutt_w,0,50.004,0.0,0.0
160,dandia_e,0,39.996,0.0,0.0
160,dandia_w,1,35.903,0.0,0.002
160,gotri_n,1,38.426,0.0,0.003
160,gotri_s,2,45.712,0.0,0.01
160,jetalpur_e,2,40.109,0.0,0.027
160,jetalpur_w,0,50.004,0.0,0.0
160,manjalpur_n,1,38.042,0.0,0.014
160,manjalpur_s,2,37.314,0.0,0.028
160,natubhai_loop,0,29.988,0.0,0.0
160,newsama_e,1,45.83,0.0,0.013
160,newsama_w,1,47.477,0.0,0.013
160,oldpadra_n,0,50.004,0.0,0.0
160,oldpadra_s,0,50.004,0.0,0.0
160,racecourse_n,0,50.004,0.0,0.0
160,racecourse_s,1,46.468,0.0,0.009
160,raopura_e,1,39.597,0.0,0.027
160,raopura_w,0,39.996,0.0,0.0
160,rcdutt_e,1,36.405,0.0,0.009
160,rcdutt_w,1,49.645,0.0,0.009
170,dandia_e,0,39.996,0.0,0.0
170,dandia_w,0,39.996,0.0,0.004
170,gotri_n,3,44.696,0.0,0.015
170,gotri_s,2,0.0,18.0,0.01
170,jetalpur_e,2,48.002,0.0,0.025
170,jetalpur_w,0,50.004,0.0,0.0
170,manjalpur_n,0,39.996,0.0,0.0
170,manjalpur_s,3,45.434,0.0,0.042
170,natubhai_loop,0,29.988,0.0,0.0
170,newsama_e,1,48.27,0.0,0.013
170,newsama_w,0,50.004,0.0,0.0
170,oldpadra_n,0,50.004,0.0,0.0
170,oldpadra_s,0,50.004,0.0,0.0
170,racecourse_n,1,48.612,0.0,0.009
170,racecourse_s,3,35.41,4.0,0.027
170,raopura_e,1,38.986,0.0,0.027
170,raopura_w,0,39.996,0.0,0.0
170,rcdutt_e,1,49.836,0.0,0.009
170,rcdutt_w,1,49.337,0.0,0.009
180,dandia_e,1,40.91,0.0,0.026
180,dandia_w,0,39.996,0.0,0.0
180,gotri_n,4,44.573,0.0,0.02
180,gotri_s,2,0.0,44.0,0.01
180,jetalpur_e,0,50.004,0.0,0.0
180,jetalpur_w,0,50.004,0.0,0.0
180,manjalpur_n,0,39.996,0.0,0.0
180,manjalpur_s,0,39.996,0.0,0.0
180,natubhai_loop,0,29.988,0.0,0.0
180,newsama_e,1,47.736,0.0,0.013
180,newsama_w,0,50.004,0.0,0.0
180,oldpadra_n,0,50.004,0.0,0.0
180,oldpadra_s,2,47.754,0.0,0.019
180,racecourse_n,3,40.364,0.0,0.027
180,racecourse_s,3,45.133,0.0,0.027
180,raopura_e,0,39.996,0.0,0.0
180,raopura_w,0,39.996,0.0,0.021
180,rcdutt_e,1,45.589,0.0,0.009
180,rcdutt_w,0,50.004,0.0,0.0
190,dandia_e,1,20.069,1.0,0.026
190,dandia_w,0,39.996,0.0,0.0
190,gotri_n,3,41.754,0.0,0.015
190,gotri_s,1,48.416,0.0,0.006
190,jetalpur_e,1,49.506,0.0,0.013
190,jetalpur_w,0,50.004,0.0,0.0
190,manjalpur_n,0,39.996,0.0,0.0
190,manjalpur_s,1,37.844,0.0,0.014
190,natubhai_loop,0,29.988,0.0,0.0
190,newsama_e,0,50.004,0.0,0.0
190,newsama_w,1,31.772,0.0,0.013
190,oldpadra_n,0,50.004,0.0,0.0
190,oldpadra_s,0,50.004,0.0,0.0
190,racecourse_n,1,47.087,0.0,0.009
190,racecourse_s,1,48.148,0.0,0.009
190,raopura_e,0,39.996,0.0,0.0
190,raopura_w,2,39.679,0.0,0.053
190,rcdutt_e,1,43.468,0.0,0.009
190,rcdutt_w,0,50.004,0.0,0.0
200,dandia_e,1,19.998,17.0,0.026
200,dandia_w,1,35.213,0.0,0.026
200,gotri_n,0,50.004,0.0,0.0
200,gotri_s,1,49.589,0.0,0.005
200,jetalpur_e,1,25.002,9.0,0.013
200,jetalpur_w,2,45.444,0.0,0.025
200,manjalpur_n,0,39.996,0.0,0.0
200,manjalpur_s,0,39.996,0.0,0.0
200,natubhai_loop,0,29.988,0.0,0.0
200,newsama_e,0,50.004,0.0,0.0
200,newsama_w,1,25.002,15.0,0.013
200,oldpadra_n,0,50.004,0.0,0.0
200,oldpadra_s,1,47.385,0.0,0.009
200,racecourse_n,0,50.004,0.0,0.0
200,racecourse_s,0,50.004,0.0,0.0
200,raopura_e,0,39.996,0.0,0.0
200,raopura_w,3,13.21,17.0,0.08
200,rcdutt_e,1,48.275,0.0,0.009
200,rcdutt_w,1,47.954,0.0,0.009
210,dandia_e,1,19.998,27.0,0.026
